case_id,year,month,state,location,species,status,illnesses,hospitalizations,fatalities
16500,2014,November,Minnesota,Fast Food Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,3,0.0,0.0
16501,2014,November,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,6,0.0,0.0
16502,2014,November,Multistate,Fast Food Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,11,2.0,0.0
16503,2014,November,New Jersey,Restaurant,,,44,0.0,0.0
16504,2014,November,New Jersey,,Salmonella enterica,Confirmed,3,0.0,0.0
16505,2014,November,New York,Restaurant,Norovirus genogroup II,Confirmed,20,0.0,0.0
16506,2014,November,New York,Restaurant,Staphylococcus aureus,Suspected,16,1.0,0.0
16507,2014,November,New York,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
16508,2014,November,New York,Restaurant,Norovirus genogroup II,Suspected,7,0.0,0.0
16509,2014,November,North Dakota,Banquet Facility,,,26,0.0,0.0
16510,2014,November,North Dakota,,,,29,1.0,0.0
16511,2014,November,Ohio,Restaurant,Norovirus,Suspected,3,0.0,0.0
16512,2014,November,Ohio,Restaurant,Norovirus,Suspected,2,0.0,0.0
16513,2014,November,Ohio,Private Home/Residence,Campylobacter jejuni,Confirmed,5,0.0,0.0
16514,2014,November,Ohio,Unknown,Norovirus,Suspected,9,0.0,0.0
16515,2014,November,Oregon,,Salmonella enterica,Confirmed,3,2.0,0.0
16516,2014,November,Oregon,Restaurant,,,7,0.0,0.0
16517,2014,November,Pennsylvania,Religious Facility,Salmonella enterica,Confirmed,6,1.0,0.0
16518,2014,November,South Carolina,Restaurant,,,14,0.0,0.0
16519,2014,November,Tennessee,Grocery Store,Norovirus,Suspected,5,0.0,0.0
16520,2014,November,Texas,Restaurant,,,2,0.0,0.0
16521,2014,November,Texas,Private Home/Residence,,,9,0.0,0.0
16522,2014,November,Texas,Fast Food Restaurant,,,2,0.0,0.0
16523,2014,November,Texas,Restaurant,,,2,0.0,0.0
16524,2014,November,Texas,Catering Service,Staphylococcus aureus,Suspected,20,0.0,0.0
16525,2014,November,Utah,Restaurant,Clostridium perfringens,Suspected,3,0.0,0.0
16526,2014,November,Utah,,"Escherichia coli, Shiga toxin-producing",Confirmed,4,0.0,0.0
16527,2014,November,Virginia,School/College/University,Norovirus genogroup II,Confirmed,84,0.0,0.0
16528,2014,November,Washington,Restaurant,,,3,0.0,0.0
16529,2014,November,Washington,Nursing Home/Assisted Living Facility,Campylobacter,Confirmed,19,2.0,0.0
16530,2014,November,Washington,Grocery Store,Scombroid toxin,Confirmed,2,0.0,0.0
16531,2014,November,Washington,Hospital,Listeria monocytogenes,Confirmed,2,2.0,0.0
16532,2014,November,Washington,Restaurant,Bacillus cereus,Suspected,5,0.0,0.0
16533,2014,December,Alabama,Restaurant,Norovirus genogroup II,Confirmed,4,0.0,0.0
16534,2014,December,Alaska,Restaurant,Norovirus genogroup II,Confirmed,24,0.0,0.0
16535,2014,December,Alaska,Private Home/Residence,Clostridium botulinum,Confirmed,3,3.0,0.0
16536,2014,December,California,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16537,2014,December,California,Restaurant,,,2,0.0,0.0
16538,2014,December,California,Private Home/Residence,Shigella sonnei,Confirmed,11,0.0,0.0
16539,2014,December,California,Restaurant,,,5,0.0,0.0
16540,2014,December,California,Restaurant,Bacterium,Suspected,96,0.0,0.0
16541,2014,December,California,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16542,2014,December,Colorado,Restaurant,Bacterium,Suspected,2,0.0,0.0
16543,2014,December,Colorado,Private Home/Residence,Norovirus unknown,Suspected,14,0.0,0.0
16544,2014,December,Colorado,Restaurant,,,3,0.0,0.0
16545,2014,December,Connecticut,Restaurant,,,5,0.0,0.0
16546,2014,December,Florida,Catering Service,Staphylococcus aureus,Confirmed,141,8.0,0.0
16547,2014,December,Florida,Restaurant,,,6,0.0,0.0
16548,2014,December,Florida,Catering Service,Norovirus genogroup II,Confirmed,31,0.0,0.0
16549,2014,December,Florida,Restaurant,Norovirus genogroup I,Confirmed,22,0.0,0.0
16550,2014,December,Florida,,Norovirus genogroup II,Confirmed,33,0.0,0.0
16551,2014,December,Georgia,Catering Service,Salmonella enterica,Confirmed,56,4.0,0.0
16552,2014,December,Hawaii,,,,8,0.0,0.0
16553,2014,December,Idaho,Farm/Dairy,Cryptosporidium,Confirmed,4,1.0,0.0
16554,2014,December,Illinois,Restaurant,Norovirus unknown,Suspected,6,0.0,0.0
16555,2014,December,Indiana,Restaurant,Staphylococcus aureus,Confirmed,10,0.0,0.0
16556,2014,December,Iowa,Restaurant,Norovirus unknown,Confirmed,8,0.0,0.0
16557,2014,December,Iowa,Banquet Facility,Norovirus,Suspected,176,2.0,0.0
16558,2014,December,Maryland,Restaurant,,,5,0.0,0.0
16559,2014,December,Maryland,Restaurant,,,32,0.0,0.0
16560,2014,December,Massachusetts,Restaurant,Norovirus genogroup II,Confirmed,16,0.0,0.0
16561,2014,December,Massachusetts,,Norovirus genogroup II,Suspected,9,0.0,0.0
16562,2014,December,Massachusetts,Fast Food Restaurant,Salmonella enterica,Confirmed,57,6.0,0.0
16563,2014,December,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,5,0.0,0.0
16564,2014,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,30,0.0,0.0
16565,2014,December,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,9,0.0,0.0
16566,2014,December,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,58,0.0,0.0
16567,2014,December,Minnesota,Catering Service,Norovirus genogroup II,Confirmed,11,0.0,0.0
16568,2014,December,Minnesota,Restaurant,Norovirus,Suspected,10,0.0,0.0
16569,2014,December,Minnesota,Catering Service,Norovirus,Suspected,4,0.0,0.0
16570,2014,December,Missouri,,Staphylococcus aureus,Confirmed,43,0.0,0.0
16571,2014,December,Multistate,Private Home/Residence,Salmonella enterica,Confirmed,18,4.0,0.0
16572,2014,December,New Jersey,Restaurant,Hepatitis A,Confirmed,3,1.0,0.0
16573,2014,December,New York,School/College/University,Norovirus genogroup II,Confirmed,34,0.0,0.0
16574,2014,December,New York,Restaurant,Norovirus genogroup II,Confirmed,9,0.0,0.0
16575,2014,December,New York,Restaurant,Norovirus genogroup II,Confirmed,15,0.0,0.0
16576,2014,December,North Carolina,Catering Service,Salmonella,Confirmed,40,0.0,0.0
16577,2014,December,Ohio,Restaurant,,,3,0.0,0.0
16578,2014,December,Ohio,,Norovirus genogroup II,Confirmed,3,1.0,0.0
16579,2014,December,Ohio,Restaurant,Norovirus,Suspected,7,0.0,0.0
16580,2014,December,Oregon,Restaurant,,,5,,
16581,2014,December,Oregon,Restaurant,,,4,,
16582,2014,December,Oregon,Restaurant,Norovirus genogroup I,Suspected,16,,
16583,2014,December,Oregon,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Suspected,12,3.0,1.0
16584,2014,December,Pennsylvania,Private Home/Residence,Campylobacter jejuni,Confirmed,3,0.0,0.0
16585,2014,December,Rhode Island,Restaurant,,,2,0.0,0.0
16586,2014,December,South Carolina,Catering Service,Clostridium perfringens,Confirmed,55,0.0,0.0
16587,2014,December,Virginia,Banquet Facility,Norovirus genogroup II,Confirmed,29,0.0,0.0
16588,2014,December,Virginia,Banquet Facility,Norovirus genogroup II,Suspected,15,0.0,0.0
16589,2014,December,Washington,Restaurant,Norovirus,Suspected,5,0.0,0.0
16590,2014,December,Washington,Banquet Facility,Norovirus unknown,Suspected,16,0.0,0.0
16591,2014,December,Washington,Banquet Facility,Norovirus unknown,Suspected,16,0.0,0.0
16592,2014,December,Wisconsin,Restaurant,Norovirus genogroup II,Confirmed,16,0.0,0.0
16593,2015,January,California,Restaurant,,,5,0.0,0.0
16594,2015,January,California,Fast Food Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16595,2015,January,California,Restaurant,Norovirus unknown,Suspected,3,0.0,0.0
16596,2015,January,California,,Unknown,Confirmed,44,0.0,0.0
16597,2015,January,Colorado,Restaurant,,,2,0.0,0.0
16598,2015,January,Colorado,,,,10,0.0,0.0
16599,2015,January,Colorado,Restaurant,Clostridium perfringens,Suspected,3,0.0,0.0
16600,2015,January,Connecticut,Restaurant,Norovirus genogroup II,Confirmed,18,0.0,0.0
16601,2015,January,Connecticut,Private Home/Residence,Vibrio parahaemolyticus,Confirmed,2,0.0,0.0
16602,2015,January,Florida,Fast Food Restaurant,Norovirus genogroup II,Suspected,4,0.0,0.0
16603,2015,January,Florida,Grocery Store,Norovirus,Suspected,5,0.0,0.0
16604,2015,January,Florida,Restaurant,,,4,0.0,0.0
16605,2015,January,Florida,Restaurant,Norovirus genogroup II,Confirmed,6,0.0,0.0
16606,2015,January,Florida,Restaurant,,,3,0.0,0.0
16607,2015,January,Florida,Restaurant,,,4,0.0,0.0
16608,2015,January,Florida,Private Home/Residence,Ciguatoxin,Confirmed,2,0.0,0.0
16609,2015,January,Hawaii,,Unknown,Suspected,2,0.0,0.0
16610,2015,January,Illinois,Fast Food Restaurant,Norovirus genogroup II,Confirmed,2,0.0,0.0
16611,2015,January,Illinois,,Unknown,Suspected,6,0.0,0.0
16612,2015,January,Illinois,School/College/University,,,7,0.0,0.0
16613,2015,January,Indiana,Unknown,,,10,0.0,0.0
16614,2015,January,Iowa,Catering Service,Norovirus genogroup II,Confirmed,11,2.0,0.0
16615,2015,January,Kansas,,Norovirus genogroup II,Confirmed,61,7.0,1.0
16616,2015,January,Kentucky,,"Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0
16617,2015,January,Maryland,Restaurant,,,3,0.0,0.0
16618,2015,January,Maryland,Banquet Facility,,,46,0.0,0.0
16619,2015,January,Michigan,,Salmonella enterica,Confirmed,5,2.0,0.0
16620,2015,January,Michigan,Restaurant,,,8,0.0,0.0
16621,2015,January,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,7,0.0,0.0
16622,2015,January,Minnesota,Restaurant Buffet,Norovirus genogroup II,Confirmed,4,0.0,0.0
16623,2015,January,Minnesota,,Norovirus,Confirmed,10,0.0,0.0
16624,2015,January,Minnesota,Restaurant,Unknown,Suspected,7,0.0,0.0
16625,2015,January,New York,Fast Food Restaurant,Hepatitis A,Confirmed,3,1.0,0.0
16626,2015,January,North Dakota,Restaurant,,,9,0.0,0.0
16627,2015,January,Ohio,Restaurant,Norovirus genogroup II,Confirmed,4,0.0,0.0
16628,2015,January,Ohio,Restaurant,Norovirus genogroup II,Confirmed,15,1.0,0.0
16629,2015,January,Ohio,Restaurant,Norovirus,Suspected,3,0.0,0.0
16630,2015,January,Ohio,Restaurant,Staphylococcus unknown,Confirmed,5,0.0,0.0
16631,2015,January,Ohio,Restaurant,Norovirus genogroup II,Confirmed,21,0.0,0.0
16632,2015,January,Ohio,Restaurant,Norovirus,Suspected,4,0.0,0.0
16633,2015,January,Ohio,Restaurant,Norovirus genogroup II,Confirmed,28,0.0,0.0
16634,2015,January,Oklahoma,Private Home/Residence,Salmonella enterica,Confirmed,36,12.0,0.0
16635,2015,January,Oregon,Private Home/Residence,Listeria monocytogenes,Confirmed,2,0.0,0.0
16636,2015,January,Puerto Rico,Private Home/Residence,Ciguatoxin,Suspected,4,0.0,0.0
16637,2015,January,Rhode Island,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
16638,2015,January,South Carolina,Catering Service,Norovirus genogroup II,Suspected,77,0.0,0.0
16639,2015,January,South Carolina,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
16640,2015,January,Texas,,,,2,0.0,0.0
16641,2015,January,Texas,Restaurant,Norovirus genogroup II,Confirmed,48,0.0,0.0
16642,2015,January,Texas,Catering Service,,,10,0.0,0.0
16643,2015,January,Texas,Restaurant,Salmonella unknown,Confirmed,6,0.0,0.0
16644,2015,January,Virginia,Restaurant,Norovirus genogroup II,Confirmed,9,1.0,0.0
16645,2015,January,Virginia,Banquet Facility,,,20,0.0,0.0
16646,2015,January,Virginia,Nursing Home/Assisted Living Facility,Norovirus genogroup II,Confirmed,53,8.0,0.0
16647,2015,January,Virginia,School/College/University,Norovirus genogroup II,Confirmed,94,0.0,0.0
16648,2015,January,Washington,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
16649,2015,January,Wisconsin,Banquet Facility,Clostridium perfringens,Suspected,58,0.0,0.0
16650,2015,February,Arizona,Restaurant,Salmonella enterica,Confirmed,2,1.0,0.0
16651,2015,February,California,Fast Food Restaurant,Norovirus unknown,Confirmed,2,0.0,0.0
16652,2015,February,California,Restaurant,,,8,0.0,0.0
16653,2015,February,California,Restaurant,,,2,0.0,0.0
16654,2015,February,California,Restaurant,Staphylococcus aureus,Suspected,4,0.0,0.0
16655,2015,February,California,Restaurant,Norovirus unknown,Suspected,2,0.0,0.0
16656,2015,February,California,Fast Food Restaurant,Bacterium,Suspected,5,0.0,0.0
16657,2015,February,California,Restaurant,Norovirus unknown,Suspected,5,0.0,0.0
16658,2015,February,California,,Campylobacter jejuni,Confirmed,8,2.0,0.0
16659,2015,February,Colorado,Private Home/Residence,Scombroid toxin,Confirmed,4,0.0,0.0
16660,2015,February,Connecticut,Catering Service,Norovirus genogroup II,Confirmed,20,0.0,0.0
16661,2015,February,Connecticut,Banquet Facility,,,60,0.0,0.0
16662,2015,February,Florida,Restaurant,,,2,0.0,0.0
16663,2015,February,Idaho,Restaurant,Salmonella enterica,Confirmed,6,0.0,0.0
16664,2015,February,Illinois,Fast Food Restaurant,,,11,0.0,0.0
16665,2015,February,Illinois,Restaurant,Norovirus,Suspected,4,0.0,0.0
16666,2015,February,Illinois,Catering Service,Norovirus genogroup II,Confirmed,7,0.0,0.0
16667,2015,February,Illinois,,Clostridium botulinum,Confirmed,2,2.0,0.0
16668,2015,February,Indiana,Restaurant,,,5,0.0,0.0
16669,2015,February,Iowa,Fast Food Restaurant,Norovirus unknown,Suspected,8,,0.0
16670,2015,February,Iowa,Restaurant,Norovirus unknown,Suspected,2,0.0,0.0
16671,2015,February,Iowa,Restaurant,,,5,0.0,0.0
16672,2015,February,Iowa,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16673,2015,February,Kansas,Restaurant,,,3,0.0,0.0
16674,2015,February,Kansas,Unknown,Salmonella enterica,Confirmed,2,0.0,0.0
16675,2015,February,Kansas,Restaurant,,,2,0.0,0.0
16676,2015,February,Kansas,Restaurant,Norovirus genogroup II,Suspected,2,0.0,0.0
16677,2015,February,Massachusetts,,,,40,0.0,0.0
16678,2015,February,Michigan,Restaurant,,,4,1.0,0.0
16679,2015,February,Michigan,Restaurant,,,13,0.0,0.0
16680,2015,February,Minnesota,Banquet Facility,Norovirus genogroup II,Confirmed,30,0.0,0.0
16681,2015,February,Minnesota,Fast Food Restaurant,Norovirus genogroup II,Confirmed,18,0.0,0.0
16682,2015,February,Minnesota,Restaurant,Norovirus genogroup II,Suspected,4,1.0,0.0
16683,2015,February,Montana,Restaurant,,,4,0.0,0.0
16684,2015,February,Montana,Restaurant,Salmonella enterica,Confirmed,39,1.0,0.0
16685,2015,February,Nevada,Restaurant,Salmonella enterica,Confirmed,7,2.0,0.0
16686,2015,February,New Jersey,Banquet Facility,,,47,0.0,0.0
16687,2015,February,New York,Restaurant,Norovirus genogroup II,Suspected,6,0.0,0.0
16688,2015,February,New York,Restaurant,,,4,0.0,0.0
16689,2015,February,New York,Restaurant,,,3,0.0,0.0
16690,2015,February,North Dakota,Restaurant,,,4,0.0,0.0
16691,2015,February,Ohio,Private Home/Residence,Norovirus,Suspected,15,0.0,0.0
16692,2015,February,Ohio,Restaurant,Norovirus,Suspected,3,0.0,0.0
16693,2015,February,Ohio,Fast Food Restaurant,,,2,0.0,0.0
16694,2015,February,Ohio,Catering Service,Norovirus genogroup II,Confirmed,28,1.0,0.0
16695,2015,February,Ohio,Restaurant,Norovirus,Suspected,3,0.0,0.0
16696,2015,February,Ohio,Restaurant,Norovirus genogroup II,Suspected,2,0.0,0.0
16697,2015,February,Oregon,Restaurant,Norovirus genogroup II,Confirmed,10,0.0,0.0
16698,2015,February,Oregon,Restaurant,Norovirus genogroup II,Confirmed,26,0.0,0.0
16699,2015,February,Oregon,Restaurant,Norovirus genogroup II,Confirmed,30,0.0,0.0
16700,2015,February,Oregon,,Norovirus genogroup II,Confirmed,10,0.0,0.0
16701,2015,February,Pennsylvania,Restaurant,Norovirus,Confirmed,87,0.0,0.0
16702,2015,February,South Carolina,Restaurant,Norovirus genogroup II,Suspected,11,0.0,0.0
16703,2015,February,Tennessee,Restaurant,Norovirus genogroup II,Confirmed,8,0.0,0.0
16704,2015,February,Texas,Fast Food Restaurant,,,2,0.0,0.0
16705,2015,February,Texas,Catering Service,,,11,0.0,0.0
16706,2015,February,Virginia,Restaurant,Norovirus genogroup II,Confirmed,13,1.0,0.0
16707,2015,February,Virginia,Private Home/Residence,Norovirus genogroup II,Confirmed,21,1.0,0.0
16708,2015,February,Virginia,Restaurant,Norovirus genogroup II,Suspected,5,0.0,0.0
16709,2015,February,Washington,Fast Food Restaurant,Bacillus cereus,Suspected,3,0.0,0.0
16710,2015,February,Washington,Catering Service,Salmonella enterica,Confirmed,8,1.0,0.0
16711,2015,February,Wisconsin,Fast Food Restaurant,Norovirus genogroup II,Confirmed,100,1.0,0.0
16712,2015,February,Wisconsin,Banquet Facility,Norovirus genogroup II,Confirmed,8,0.0,0.0
16713,2015,February,Wisconsin,Restaurant,,,4,0.0,0.0
16714,2015,March,Alabama,Restaurant,Campylobacter jejuni,Confirmed,4,2.0,0.0
16715,2015,March,Arizona,Banquet Facility,Salmonella enterica,Confirmed,38,1.0,0.0
16716,2015,March,Arkansas,Restaurant,Norovirus,Suspected,17,0.0,0.0
16717,2015,March,California,Restaurant,Norovirus unknown,Confirmed,8,0.0,0.0
16718,2015,March,California,Restaurant,Norovirus unknown,Suspected,5,1.0,0.0
16719,2015,March,California,Restaurant,Salmonella enterica,Confirmed,23,1.0,0.0
16720,2015,March,California,Banquet Facility,,,12,0.0,0.0
16721,2015,March,California,Restaurant,Campylobacter jejuni,Suspected,3,0.0,0.0
16722,2015,March,California,Restaurant,Salmonella enterica,Confirmed,6,0.0,0.0
16723,2015,March,California,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16724,2015,March,California,Fast Food Restaurant,,,13,0.0,0.0
16725,2015,March,Colorado,Restaurant,Norovirus,Suspected,2,0.0,0.0
16726,2015,March,Colorado,Restaurant,Norovirus,Suspected,5,0.0,0.0
16727,2015,March,Colorado,Private Home/Residence,Salmonella enterica,Confirmed,4,0.0,0.0
16728,2015,March,Connecticut,Restaurant,Norovirus genogroup II,Confirmed,21,0.0,0.0
16729,2015,March,Florida,Restaurant,Norovirus,Suspected,6,0.0,0.0
16730,2015,March,Florida,Restaurant,Norovirus,Suspected,4,0.0,0.0
16731,2015,March,Florida,Private Home/Residence,Ciguatoxin,Confirmed,2,0.0,0.0
16732,2015,March,Georgia,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16733,2015,March,Georgia,Prison/Jail,Clostridium perfringens,Confirmed,76,0.0,0.0
16734,2015,March,Idaho,Banquet Facility,Salmonella enterica,Confirmed,28,,0.0
16735,2015,March,Idaho,Farm/Dairy,Campylobacter,Confirmed,4,0.0,0.0
16736,2015,March,Illinois,Restaurant,Norovirus,Suspected,5,0.0,0.0
16737,2015,March,Illinois,Banquet Facility,Norovirus genogroup II,Confirmed,42,1.0,0.0
16738,2015,March,Indiana,Restaurant,Norovirus genogroup II,Confirmed,2,0.0,0.0
16739,2015,March,Iowa,Private Home/Residence,Histamine,Suspected,2,0.0,0.0
16740,2015,March,Iowa,Restaurant,Norovirus,Suspected,5,0.0,0.0
16741,2015,March,Iowa,Unknown,Norovirus unknown,Suspected,20,0.0,0.0
16742,2015,March,Iowa,Restaurant,Norovirus unknown,Suspected,3,0.0,0.0
16743,2015,March,Kansas,Catering Service,Bacillus cereus,Confirmed,22,0.0,0.0
16744,2015,March,Kansas,School/College/University,Norovirus genogroup I,Suspected,38,1.0,0.0
16745,2015,March,Kansas,Restaurant,Norovirus genogroup II,Confirmed,2,0.0,0.0
16746,2015,March,Kentucky,,,,19,0.0,0.0
16747,2015,March,Kentucky,Nursing Home/Assisted Living Facility,Norovirus,Suspected,43,0.0,0.0
16748,2015,March,Massachusetts,Restaurant,Norovirus genogroup II,Confirmed,5,0.0,0.0
16749,2015,March,Michigan,Fast Food Restaurant,,,2,0.0,0.0
16750,2015,March,Michigan,Restaurant,Salmonella enterica,Confirmed,6,3.0,0.0
16751,2015,March,Michigan,Restaurant,Salmonella enterica,Confirmed,3,1.0,0.0
16752,2015,March,Minnesota,Restaurant,Norovirus genogroup II,Suspected,16,0.0,0.0
16753,2015,March,Minnesota,Restaurant,Norovirus genogroup II,Confirmed,6,0.0,0.0
16754,2015,March,Minnesota,Fast Food Restaurant,Salmonella enterica,Confirmed,9,0.0,0.0
16755,2015,March,Minnesota,Fast Food Restaurant,Norovirus genogroup II,Confirmed,5,0.0,0.0
16756,2015,March,Minnesota,Fast Food Restaurant,Salmonella enterica,Confirmed,7,0.0,0.0
16757,2015,March,Minnesota,Restaurant,,,2,0.0,0.0
16758,2015,March,Minnesota,,Norovirus genogroup I,Confirmed,7,0.0,0.0
16759,2015,March,Multistate,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,6,0.0,0.0
16760,2015,March,Multistate,Unknown,Salmonella enterica,Confirmed,25,3.0,0.0
16761,2015,March,Multistate,Restaurant,Salmonella enterica,Confirmed,11,2.0,0.0
16762,2015,March,New Jersey,Nursing Home/Assisted Living Facility,,,106,0.0,0.0
16763,2015,March,New York,Banquet Facility,Norovirus genogroup II,Confirmed,86,0.0,0.0
16764,2015,March,New York,Grocery Store,Scombroid toxin,Confirmed,2,0.0,0.0
16765,2015,March,New York,Restaurant,,,3,0.0,0.0
16766,2015,March,New York,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
16767,2015,March,New York,Restaurant,,,6,0.0,0.0
16768,2015,March,Ohio,Restaurant,Norovirus,Suspected,6,1.0,0.0
16769,2015,March,Ohio,Restaurant,Norovirus genogroup II,Suspected,2,0.0,0.0
16770,2015,March,Ohio,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16771,2015,March,Ohio,Restaurant,,,2,0.0,0.0
16772,2015,March,Ohio,Restaurant,Norovirus genogroup I,Confirmed,7,0.0,0.0
16773,2015,March,Ohio,Restaurant,Norovirus genogroup I,Confirmed,2,0.0,0.0
16774,2015,March,Ohio,,Norovirus,Suspected,8,0.0,0.0
16775,2015,March,Ohio,Unknown,,,2,0.0,0.0
16776,2015,March,Ohio,Restaurant,Norovirus genogroup II,Suspected,23,0.0,0.0
16777,2015,March,Oregon,,Norovirus genogroup II,Confirmed,6,0.0,0.0
16778,2015,March,Pennsylvania,Banquet Facility,,,18,0.0,0.0
16779,2015,March,South Carolina,School/College/University,,,10,0.0,0.0
16780,2015,March,Texas,Restaurant,,,3,0.0,0.0
16781,2015,March,Texas,Restaurant,,,5,0.0,0.0
16782,2015,March,Texas,Restaurant,,,3,0.0,0.0
16783,2015,March,Texas,Catering Service,,,26,0.0,0.0
16784,2015,March,Texas,Restaurant,,,4,0.0,0.0
16785,2015,March,Texas,,"Escherichia coli, Shiga toxin-producing",Suspected,4,0.0,0.0
16786,2015,March,Utah,Restaurant,,,4,1.0,0.0
16787,2015,March,Utah,Prison/Jail,Streptococcus group A,Suspected,40,0.0,0.0
16788,2015,March,Virginia,Fast Food Restaurant,,,9,0.0,0.0
16789,2015,March,Virginia,Banquet Facility,Norovirus genogroup II,Confirmed,26,0.0,0.0
16790,2015,March,Washington,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16791,2015,March,Washington,Nursing Home/Assisted Living Facility,Norovirus unknown,Suspected,13,1.0,0.0
16792,2015,March,Washington,Restaurant,Norovirus unknown,Suspected,3,0.0,0.0
16793,2015,March,Washington,Restaurant,Norovirus unknown,Suspected,11,0.0,0.0
16794,2015,March,Washington,Restaurant,Campylobacter jejuni,Suspected,2,0.0,0.0
16795,2015,March,Wisconsin,Fast Food Restaurant,Clostridium perfringens,Suspected,5,0.0,0.0
16796,2015,March,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,6,0.0,0.0
16797,2015,March,Wisconsin,Restaurant,,,6,0.0,0.0
16798,2015,March,Wisconsin,Fast Food Restaurant,Salmonella enterica,Confirmed,4,1.0,0.0
16799,2015,March,Wisconsin,,Norovirus genogroup II,Confirmed,10,0.0,0.0
16800,2015,April,Arkansas,Restaurant,Salmonella enterica,Confirmed,8,4.0,0.0
16801,2015,April,California,Restaurant,Norovirus unknown,Confirmed,7,0.0,0.0
16802,2015,April,California,Restaurant,Norovirus unknown,Suspected,5,0.0,0.0
16803,2015,April,California,Restaurant,Norovirus unknown,Suspected,3,0.0,0.0
16804,2015,April,California,Restaurant,Norovirus unknown,Suspected,3,0.0,0.0
16805,2015,April,California,Catering Service,,,7,0.0,0.0
16806,2015,April,California,Banquet Facility,Norovirus unknown,Suspected,23,0.0,0.0
16807,2015,April,California,Restaurant,Norovirus unknown,Suspected,9,0.0,0.0
16808,2015,April,California,Banquet Facility,Norovirus unknown,Confirmed,28,0.0,0.0
16809,2015,April,California,Catering Service,Norovirus unknown,Suspected,2,0.0,0.0
16810,2015,April,Colorado,Restaurant,Norovirus unknown,Confirmed,3,0.0,0.0
16811,2015,April,Connecticut,Restaurant,Salmonella enterica,Confirmed,14,4.0,0.0
16812,2015,April,Florida,Restaurant,,,2,0.0,0.0
16813,2015,April,Florida,Prison/Jail,Norovirus genogroup II,Confirmed,188,0.0,0.0
16814,2015,April,Florida,Grocery Store,,,8,0.0,0.0
16815,2015,April,Georgia,School/College/University,Norovirus unknown,Suspected,155,0.0,0.0
16816,2015,April,Georgia,Restaurant,Clostridium perfringens,Suspected,4,0.0,0.0
16817,2015,April,Georgia,Restaurant,Norovirus genogroup II,Confirmed,8,0.0,0.0
16818,2015,April,Georgia,Restaurant,Norovirus genogroup I,Confirmed,4,0.0,0.0
16819,2015,April,Hawaii,Fast Food Restaurant,Salmonella enterica,Confirmed,3,0.0,0.0
16820,2015,April,Illinois,School/College/University,Salmonella enterica,Confirmed,3,0.0,0.0
16821,2015,April,Illinois,Restaurant,Norovirus genogroup I,Confirmed,38,1.0,0.0
16822,2015,April,Illinois,Restaurant,Norovirus,Suspected,5,0.0,0.0
16823,2015,April,Illinois,Restaurant,Norovirus genogroup I,Confirmed,20,0.0,0.0
16824,2015,April,Illinois,Unknown,Salmonella enterica,Confirmed,5,2.0,0.0
16825,2015,April,Iowa,Restaurant,Norovirus unknown,Suspected,4,0.0,0.0
16826,2015,April,Iowa,Private Home/Residence,Salmonella enterica,Confirmed,9,0.0,0.0
16827,2015,April,Iowa,Catering Service,Norovirus genogroup I,Confirmed,23,0.0,0.0
16828,2015,April,Kansas,Restaurant,,,2,0.0,0.0
16829,2015,April,Kansas,Restaurant,,,3,0.0,0.0
16830,2015,April,Kansas,Restaurant,,,5,0.0,0.0
16831,2015,April,Kansas,,Norovirus genogroup II,Confirmed,10,0.0,0.0
16832,2015,April,Kansas,,Salmonella enterica,Confirmed,3,0.0,0.0
16833,2015,April,Kansas,Private Home/Residence,Salmonella enterica,Confirmed,4,0.0,0.0
16834,2015,April,Maryland,Fast Food Restaurant,,,2,0.0,0.0
16835,2015,April,Michigan,Banquet Facility,Norovirus genogroup II,Confirmed,29,1.0,0.0
16836,2015,April,Michigan,Fast Food Restaurant,,,3,0.0,0.0
16837,2015,April,Michigan,Restaurant,,,2,0.0,0.0
16838,2015,April,Michigan,Restaurant,Salmonella enterica,Confirmed,5,3.0,0.0
16839,2015,April,Michigan,Banquet Facility,,,26,0.0,0.0
